post,label
"BREAKING: IOF DRONE KILLS 2 PALESTINIANS IN THE WEST BANK

Remember when they told you it was a fight against Hamas

Where are Hamas in the West Bank?

92 Palestinians have been killed in the West Bank since October 7.

This is a genocide of ALL Palestinians.

#hamasvsisrael #hamas #foyoupage #HamasisISIS #GazaGenocide #gaza_under_attack_now #AlaqsaPelestine #alaqsamosqueالمسجدالاقصىה #foryouシ #viralpage #Israel #fighter #AlAqsa",with
"Igor lives in Moshav Yated close by the Gaza border and works as a police officer. On the morning of Oct 7, he was at work when his wife messaged to say that she heard gunfire, and she was scared for their three children.

Igor jumped in his car and heard on the radio that many Israeli communities had fallen to Hamas. On the road, he spotted an ambush set up by terrorists, took them by surprise and shot them. He then came across a car full of terrorists shooting at civilians and took them out. When he spotted yet another group of terrorists on a hill, he snuck behind them and neutralized them.

Igor was then able to continue to Moshav Yated and his family. Once he saw they were safe, he gathered a band of community members to defend their village until the army arrived hours later. Thanks to Igor, not a single person in his village was killed. - Amir Tsarfati #fbisrael",with
"Israel's military conducted airstrikes in Lebanon, targeting Hezbollah assets, in response to a significant rocket attack on northern Israeli cities. Chief military spokesperson Rear Admiral Daniel Hagari stated that Israel would respond robustly to rocket attacks, underscoring the region's ongoing tensions.

THEGENTLEMENSTEA.COM
Israeli Military Launches Strikes on Hezbollah Targets in Lebanon",neutral
#IStandWithGaza #IStandWithPalestine #IsraelPalestineConflict #IsraeliCrimes #war,neutral
"For the beginning, my name is Eliyahu, I am healthy, thanks God.
These day's I am serving in Gaza City and fighting the bloodthirsty murderers of Hamas.
We are strong, we love life.
I know we have no other country. Your support is important to me and my friends.
Share my photo with the world. What will you pray for me?",against
"Psalm 18:38-40
“I have pursued my enemies and overtaken them, never turning back until they were consumed.
I have crushed them so that they cannot rise; yea, they are fallen under my feet.

🙏 For You have girded me with strength for the battle; You have subdued under me those that rose up against me.” 🔥🇮🇱🔥

🇮🇱❤️God bless Eric Michaelson and all of the warriors of Israel 🇮🇱❤️🪖

🇮🇱 www.UnityWarriors.com 🇮🇱",against
I support Palestine and my wife support Israel what should I do to her,with
"Happy new month of November 2023. If you love and support Israel 🇮🇱 🇮🇱 tell us where you from, where you are supporting. May the Lord Yeshua aka Jesus Christ bless you O:) 🕇🔯",against
"A reminder for each and every single human being 🥺
*Remain silent when Kids Sleep, not when they die.*
Donate for the PALESTINIAN brothers and sisters ❤️
For Account Details DM me 💫
#donate_for_afterlife
#standwithPalestine
#FreePalestineNow
#ReducePoverty",with
"We invite all our San Antonio friends! 🤠🇵🇸

Palestine Solidarity Committee - Austin, Texas
November 5 at 2:12 AM ·

🚨🚨🚨TEXAS STATE-WIDE PROTEST: 🚨🚨🚨

The State of Texas allocates $2.9 million annually to support Israel, funding war crimes, home demolitions, settlement construction, and the ongoing onslaught of the Gaza Strip. Despite this, Greg Abbott recently visited Israel and expressed Texas's support for Israel, overlooking the continuous suffering of the Palestinian people at the hands of the zionist entity. Nearly ten thousand Palestinians have been killed in Gaza, and our tax dollars are funding this genocide.

We, the people of Texas, will March at the Texas Capitol to show support for the steadfast people of Gaza, urgently demand an immediate ceasefire, an end to Texas and U.S. aid to Israel, and an immediate end to U.S.-sponsored violence in Gaza. United in solidarity, we march against injustice. 🇵🇸

Join us:
🗓️DATE: Sunday, November 12
⏰TIME: 1-5PM
📍LOCATION: Texas State Capitol; 1100 Congress Avenue, Austin TX 78701

If you are interested in bussing to the Capitol, please complete this interest form: https://forms.gle/mXGw9yv8EocbfWH77

#CeasefireNow #EndTheGenocide #GazaUnderAttack",with
"""Israel"" Go to Hell... Free Free Palestine Free...",against
God will help the Israel.,against
God is forever good to Israel and to all of us amen.,against
"ACT NOW !!!

Boycott these goods - support the Free Palestine movement around the world.

Spread the word - together, we can make this happen.",with
"Benjamin Netanyahu
Prime Minister of Israel guilty of crimes against humanity.
Capital punishment for natanyahu.
#deathpenalty",with
"Is there any discussion about the November 9th shut down thats happening? https://www.shutitdown4palestine.org/
I can share this in the different san antonio facebook groups to spread the word.

Please excuse my ignorance but Im very new to protesting so im not sure what can actually be discussed online and done in person but what can we do as far as spreading the word and posting up banners or flyers in highly populated areas like the pearl, north star, ingram, la cantera, stone oak, live oak, the rim, potranco, marbach, the river walk , ect. We've got a ton of shopping centers and malls in this city that reach a ton of tourists and regular citizens who just dont know whats happening. Ive missed the meetings so im not sure where to start. Im independently employed so i dont have a huge group of coworkers i can spead the word with all ive got right now is social media. Would I be arrested or anything if i went around to restaurants and stores and stuff handing out flyers to employees about the shutdown to get their support? Is there a group of people already sectioned off to handle this kind of thing that im unaware of? I just want to help and if we can participate in this shut down or encourage more shutdowns we might be able to hit them in their pockets and disrupt the market enough to get people shocked and talking.",with
"“Oh, that My people would listen to Me, That Israel would walk in My ways! I would soon subdue their enemies, And turn My hand against their adversaries.” Psalms‬ ‭81‬:‭13‬-‭14",against
"This can help Palestinian.
I'm not too much wealthy I want to save some human beings life, we have lost many brothers, sisters parents, our children on this war please Muslim countries support Palestinian management flights for them they all are dead but some of them still live, they are not too much that that can fight any more do something for managing there flights we will manage shelter and food for those living being souls I have 1 and another half acre I will manage there for their shelter and food, this is my WhatsApp contact 03038870767 this is my WhatsApp number for Palestinian
Spread these messages till it reached to the Muslim government",with
Good morning from Jerusalem the eternal capital of Palestine,neutral
"Thought the group would like this

Free Palestine
April 15, 2022 at 3:21 PM ·

#Palestinians take part in the funeral procession of the #Palestinian youth Shawkat Abed who succumbed to his wounds today after being critically injured by Israeli gunfire in #Kafr_Dan village in #Jenin.",neutral
I’m so confused who started it and who’s winning so far is real or palatine,neutral
"Turning the truth on its head is a common Israeli tactic. The media are repeating the Israeli lies but will barely mention the truth when it comes out Here is the evidence, which is unlikely to be reported on the msm. Please share this video, as widely as possible:

AJ+
October 19 at 6:39 PM ·

An Al Jazeera digital investigation found no grounds for the Israeli army's claim that the strike on the al-Ahli Arab hospital in Gaza was caused by a failed rocket launch.

Via Al Jazeera English",with
PRAYING for ISRAEL,against
"PROMISE MADE . . . PROMISE KEPT . . .
“Adonai appeared to Abram & said, “I will give this land to your seed.” So there he built an altar to Adonai, who had appeared to him. From there he moved to the mountain to the east of Beth-El and erected his tent (with Beth-El to the west & Ai to the east). There he built an altar to Adonai & called on the Name of Adonai.” Genesis 12:7-8 #fbisrael",against
"Why Israel fear facing HAMAS at the Border Gaza , why Israel only dare against baby, children, woman, old people with bom??",with
"We will never do what the enemy did to us on October 7th.
This is our strength.
The world is divided into those who support the Hamas fighters who carried out the massacre on one side, and on the other side there are those who hate and oppose Hamas.
The vast majority of the western world is potentially on our moral side.
What will make the potential for real support from the West for us depends on our ability to explain and show in any way the massacre that took place on October 7th. This action will always create the line of separation between us and our enemies. This will happen if every person acts immediately and throughout the war, for the benefit of ""information for the benefit of Israel "". The meaning of these words is the removal of the only barrier that may prevent us from the final and absolute victory over the enemy, on the edge of the scale of evil.",against
"May ALLAH THE ALMIGHTY GIVE THEM POTENTIAL TO WIN THE WAR
And sent his azab on all juses
Ameen Sumameen Ya Allah hu RABIL ALAMEEN 🤲",with
"In addition, yesterday, IDF combat soldiers of the Givati Brigade Gaza beach raised an Israeli flag and sang HaTikva ❤️🇮🇱",against
"""As we witness the ongoing struggles faced by our brothers and sisters in Palestine, I humbly pray to Allah for His mercy and assistance. May He grant them strength, peace, and justice. Let us unite in our prayers and support for Palestine. 🙏🕊️🇪🇭 #PrayForPalestine #AllahBlessPalestine""

Faiza Malik
October 27 at 9:34 AM ·

As we witness the ongoing struggles faced by our brothers and sisters in Palestine, I humbly pray to Allah for His mercy and assistance. May He grant them strength, peace, and justice. Let us unite in our prayers and support for Palestine. 🙏🕊️🇪🇭 #PrayForPalestine #allahblesspalestine
#jummamubarak",with
"Hamas is the real warrior, only the enemy military they hit... idf your air strike just for babies",with
"NO ONE CAN DEFEAT ISREAL
BECAUSE THE LORD OF HOST IS WITH THEM",against
"Come out today 🚨🚨 !!

If you would like to join us in a peaceful protest this Sunday for our brothers and sisters in Palestine we will be holding an event here in San Antonio @11 AM

• please remember to bring water and snacks for your health

• there will be a pause at the time of prayer for Muslim participants to complete Salah

• remember we are there for the people of Palestine as they have requested us to share their hurt with the world as they do not have the resources. Please keep in mind there might be people who see things in a different way please do not participate in hateful exchanges we lead with love and kindness

See you there inshallah ❤️",with
Gazans leaving the city with their hands up in front the Israeli army.,with
"The relatives of the victims of Israel’s attack last night on Gaza’s Orthodox Church saying a last goodbye to their loved ones. This is a war on the Palestinian people!
#FreePalestine
#IsraelAttack",with
"quote ""We Arabs are our worst oppressors and biggest enemies, We Arabs killed millions more than Israel and the west, let's be honest"" unquote

Respect for this Arab muslim
#Timetostandupforisrael",against
"If we fail to ask Israel to stop the war, let's try another way by asking Hamas to surrender, for the sake of humanity.",neutral
We need to cut ties with Israel. They’re just another leach on the system. #FreePalestine 🇵🇸,with
Salamun alaikom my dear brothers and sisters in Palestine we pray to our almighty that Allah destroy the oppressor nethanyo and his companion and suffer saber pain in this world and in herafter,with
"I hope to see the beautiful city of Jerusalem in the rightful ownership of Palestine, as i recall from my knowledge the tyrannical group known as Blackrock is funding Israel and has been ever since the first occupation of the ancient city.",with
"The land of Israel has been populated by the Jewish people since 2000 BC. Here's the timeline, in case you didn't realize that it is their homeland, as designated by Lord Jesus Christ.

1900 BC: Abraham chosen by God as the Father of the Jewish Nation.

1900 BC: Isaac, Abraham's son, rules over Israel.

1850 BC: Jacob, son of Issac, rules over Israel.

1400 BC: Moses leads the people out of Egypt and back to Israel.

1010 BC: King David unites the 12 tribes into one nation.

970 BC: King Solomon, son of David, builds the first temple structure in Jerusalem

930 BC: Israel is divided into two kingdoms, the Kingdom of Israel and the Kingdom of Judah.

800s BC: The rise of the prophets, God's messengers.

722 BC: Kingdom of Israel is conquered by Assyrians.

605 BC: Kingdom Judah is conquered by the Babylonians.

586 BC: Solomon's Temple is destroyed by the Babylonians.

539 BC: Persians conquer the Babylonians and take control of Israel.

538 BC: The Jews return to Israel from exile.

520 BC: The Temple is rebuilt.

450 BC: Reforms made by Ezra and Nehemiah.

433 BC: Malachi is the end of the prophetic age.

432 BC: The last group of Jews return from exile.

333 BC: The Greeks conquer the Persian empire.

323 BC: The Egyptian and Syrian empire take over Israel.

167 BC: Hasmonean's recapture Israel, and the Jews are ruled independently.

70 BC: Romans conquer Israel.

20 BC: King Herod builds the ""second"" temple

6 BC: Jesus Christ is born in Bethlehem

70 AD: Romans destroy the temple

After that, the people were captives to the Romans, Byzantines, Arabs, and Crusaders. Through all of these events, the Jewish people continued to live in Israel. There were more or less of them, depending on the centuries, but there was never a time when the Jews didn't live in the land. They stayed, they built their communities, they raised their families, practiced their faith and they suffered at the hands of many outside rulers, but they always kept their faith. It is what sustains",against
"Glad I could make it, I even got some pics!
One of my fellow Protesters was repping the same long sleeve Kufiya shirt I was wearing from Paliroots ✌️🇵🇸",with
God will never fail to answer our prayers. If you believe say amen. We pray for the peace of Israel amen 🙏🙏🔯🙏🔯🙏🔯🙏🔯🙏🔯,against
"Palestinian Ahmed Manasra is suffering from a psychological disorder due to isolation and harsh conditions in Israeli occupation prisons since his detention in 2015.

#news #solidarity #Gaza #SupportPalestine #IsraeliCrimes #HumanRights #muslim #BDS #FreePalestine #BoycottIsrael",with
"Hi! I’m Leah Luria, artist and founder of
IsraelFineArt.

Our gallery is exclusively professional artists in Israel, featuring giclée prints on canvas, fine art paper and a growing array of home decor, accessories, stationary, bags and gifts. We are fairly new, and adding more artists and artwork every week!

We work with fine art printers in the States, so all of our art prints and goods ship within 3-7 days from within the US.

We appreciate anyone visiting the site, sharing, and keeping us in mind for your special occasions, holidays and home decor needs.

IsraelFineArt.com

Instagram.com/IsraelFineArt

ISRAELFINEART.COM
Fine Art, Judaica and Home Goods by Artists in Israel",against
"The tomb of King Solomon's wife is being desecrated and destroyed with trash and filth!

Israel Photography is in Jerusalem, Israel.
October 30 at 5:57 PM · Jerusalem, Israel ·

""Destroying Biblical History"" | Legend has it that the building pictured bottom center is 𝐭𝐡𝐞 𝐭𝐨𝐦𝐛 𝐨𝐟 𝐊𝐢𝐧𝐠 𝐒𝐨𝐥𝐨𝐦𝐨𝐧's Egyptian wife. Dating back to the Kingdom of Judah, this rock-cut tomb is one of the most ornate ever found from the era of the 1st Temple in Jerusalem. The monolith is gigantic, with several rooms that burrow back deep into the bedrock (beyond what you can see in this picture). Sadly, the residents living around the tomb in the Arab-majority village of Silwan have turned this once-magnificent piece of history into a trash bin; we can only hope that there are still some remnants remaining of the 1st-Temple-era carvings within.
ADDENDUM:
This hardly means that all Arabs are bad, and I hope that no one reading this is racist enough to assume so. My point is not to say that, but rather that this conflict has put both the history and future of the Jewish people in jeopardy - our entire existence. I've seen too many people say that Israel's response is too harsh, using clearly-inflated numbers to dehumanize Israel. But we are people just like everyone else, and we recognize that many of the people on the other side of the Gaza border just want to live their lives freely as we do.
We cannot live freely though, fearing for our lives every time we look up into the sky.
We cannot live freely if there are terrorist militants who want to do nothing less than rape, kidnap, and murder us - even our mothers, grandmothers, grandfathers, children.
We cannot live freely knowing that an army stands on our doorstep with the sole self-proclaimed intention of driving us into the sea.
We cannot live freely knowing that there are people who will stop at nothing to bring down our democratic nation, where Arabs and Jews alike are encouraged to vote, take part in parliament, equally join the workforce, and more - every Israeli citizen is treated equally.
We WILL stand and fight for our lives. Will you stand with us?
-Kidron Valley, Jerusalem, Israel",against
"When news anchors and pro Islamic terrorist hamas people (they are usually made of the same cloth) ask Israel if what we are doing is disproportionate to the crime that hamas did (if they consider it a crime), the response should be the following. What would happen if your pregnant daughter was raped, cut open and have her baby removed, then see her baby be butchered in front of her, and only then killed. Should that Islamic hamas nazi be executed? We'll, what about if he had 10 friends helping him, each one cutting a part of that baby? Should they be executed whenever they are caught? And if we capture them and give them food, water and electricity would that be moral in your eyes? Or immoral? So that they can do it again. We'll, what about if 100, or 1000, or a million such like-minded terrorists helped in butchering this mother and the child by supporting, giving aid and comfort (not to mention voting them in power)...would it still be disproportionate to kill these terrorists and their supporters??? Context and perspective, not to mention the hamas covenant which calls for the murder of Jews anywhere in the world (as does the pa authority covenant ). This should be the answer to any bloody liberal asking this question.",against
"""It is still in Israel’s interest not to rule 4 million Palestinians but the hopes that this could be accomplished with two states living side by side in peace are gone, probably forever.""

THEMEDIALINE.ORG
Hamas Has Killed the 2-State Solution - The Media Line",neutral
I Stand support for the Country of Israel...,against
"A wave of sarcastic reactions on social media following the miraculous escape of six Palestinian political prisoners from the Israeli prison of Gilboa.
Enjoy the memes.

#GilboaPrisonBreak
#FreePalestine",with
"Israel is the best, I love it",against
"Latest Update because of IDFs is already inside Hamas tunnels and killing them, big protests is now going on in Egypt and other Arab countries againsting Israel to stop the war. What are your options? Do you agree that Israel must stop killing Hamas fighters?",neutral
"Saudi Arabia is preparing to host summits of Arab and Islamic nations, with the aim of discussing and working towards a peaceful resolution of the Israeli-Palestinian conflict. The summits are expected to foster alignment with Gaza and Hamas, potentially posing added challenges for Israel's counterterrorism efforts. Furthermore, the upcoming visit of Iranian President Ebrahim Raisi to Saudi Arabia signifies a significant diplomatic milestone for Saudi Arabi but a potential challenge for Israel. Saudi Arabia also intends to hold a summit with African nations, although the exact date has not been specified.

THEGENTLEMENSTEA.COM
Saudi Arabia Hosts Summits to Address Israeli-Palestinian Conflict",against
"The LORD will give strength unto his people; the LORD will bless his people with peace.
Psalms 29:11",against
"Dallas yesterday

BreakThrough News
October 29 at 4:25 AM ·

TODAY: Tens of thousands fill the streets of Dallas to march in solidarity with Palestine, continuing a wave of mass demonstrations taking place in Texas against Israel’s war in Gaza.",with
"In response to the brutal slaughter of approximately 1,400 Israelis and the cruel abduction of more than 200, Israelis have united around the goal of not just destroying Hamas’s military capabilities, but toppling the Hamas regime as well. Very little has been said about what would come after this — but Israel cannot afford to avoid this issue. If Israel is to attain its underlying security objectives, there must be a sustainable political order to replace Hamas in the Gaza Strip.

ALGEMEINER.COM
Here Is What Can Come After Hamas in the Gaza Strip",against
Here’s every hospital Israel has bombed in the last decade.,with
She's the soldier of Israel and the soldier of God Almighty the mighty warrior of Israel. 🇮🇱 🇮🇱,against
A Palestinian girl wearing traditional Palestinian clothing 🇵🇸,with
"May they be held in your loving care and protection and given the strength to endure great suffering and hardship.

Transform the hearts and minds of all those who perpetuate violence and oppression to the chosen people of God in Jesus name",neutral
"#Palestinian prisoner Ra'fat Daraweeh has been on hunger strike for 34 days in protest against his administrative detention, without a charge or trial, by the Israeli occupation authorities.",neutral
"Israeli occupation forces detain a #Palestinian teenager after injuring him with gunfire in the village of Kafr Qaddum in the occupied West Bank, today.

#FreePalestine",with
Let us all pray together for the safety of all the people in the Holy land of Israel!!,against
Wish our sister in Christ a happy birthday 🍰♡ ༘*.ﾟ🧸🎀 | Happy Birthday sister 🎉🥳 enjoy the blessings of the Lord amen. :) be blessed.,neutral
I pray for the peace of Israeli and Jewish nation peace be still in Jesus,against
God bless Israel and Jerusalem,against
God truly loves everyone but He always sides with his own people whether they reject him or not. His promises never fails towards his people. 🔯🕆🕇 O:) God chose Israel 🇮🇱 🇮🇱,against
"Israel Commit the crime of organ trafficking and skin bank. Arrest the thousands innocent palestinian including children. This is international crime which cannot be supported
any country. This is fact.",with
"Watch | A group of Israeli settlers guarded by the Israeli occupation forces can be seen attacking homes of Palestinians in the village of Burin, in the occupied West Bank.

The attack occurred on 6 November 2021.",neutral
"Wow 😯😯😯
Check out the difference",neutral
"The Lion of the Tribe of Judah will go before the nation of ISRAEL 🇮🇱.

As the Bible says; ""the battle is mine but my Lord will fight my battle.""

Our Prayers are behind you Israel 🇮🇱💯.",against
Love palestine from Cameroun 🇨🇲,with
"Through all the closed gates, we will bring to the whole world the truth about our creation and about our suffering, and everyone in the world will know that we are a hard-nosed people and that we've made up our minds. We decided to live and not die! To create and not to surrender! To be rooted in our homeland and not uprooted from it!
(Berl Katznelson, known as Be'eri, after the 1929 riots)",against
Lebanon is starting to face the wrath of Israel for allowing their Hezbola terrorists fighters to support Hamas. Alzeria will be the next country to face Israel wrath too.,against
"Free Free Palestine. From the River to the Sea
Very young people who care so much
Scottland 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇵🇸🏴󠁧󠁢󠁳󠁣󠁴󠁿🇵🇸",with
"Support Free Palestine 🇵🇸 by boycotting these companies

Spread the word - we all stand together against the brutal occupation

#Palestine #FreePalestine #savepalestine #gaza #GazaUnderAttack #occupation #BDS #peace",with
"""Hi from Dallas Texas, love Israel. Jews are special people to God and me. We Americans stand shoulder to shoulder with the Jews 💗✡💖🇮🇱🇺🇸""

~ Vanessa W.",against
"We Brazilians pray every day for peace in Palestine and its surroundings, we are sure that these conflicts and bloodshed will end. It's sad to turn on the TV and see bad news... God is bigger than all that.",with
"This war might not be existential in the immediate sense of a threat to conquer all of Israel’s territory, but it is certainly existential in the long-term sense of proving Israel’s ability to continue to exist in this region.

ALGEMEINER.COM
Israel Cannot Continue to Exist if Hamas Does",against
"Thought that the group would like this

BAN Indonesia
May 3, 2022 at 2:52 AM ·

How old was the youngest child u arrested?

Israeli soldier: “10 years or even younger”, heartbreaking to watch,",with
"URGENT ACTION ALERT: Jews live in those dorms! Insist Wellesley president fire dorm leaders! Email addresses, sample letter below. More info in comments. @everyone

pjohnson@wellesley.edu;presidentsoffice@wellesley.edu;cbate@wellesley.edu

Dear President Johnson,

On October 7, Hamas committed atrocities against Jews that were more savage than anything the Nazis committed. They murdered more Jews than on any day since the Holocaust.

Those who support Hamas and blame Israel for the war, as did your RAs on October 18, are supporting Nazis who are more savage than ISIS. Your RAs further claimed that there is “no space” for Zionism at Wellesley.

That means, there is no space for Jews.

It is outrageous that you would have not removed them from their roles after such an antisemitic statement. They never rescinded their remarks but only apologized for how it affected others and clarified that it did not express the views of the college.

Please take immediate action and keep me, your alumni, and your donors apprised of the action you take.

Thank you.",against
Victory will always belong to God first and then Israel 🇮🇱 🇮🇱 🇮🇱 for God will protect his people.,against
"May Allah bless Palestine
Over 180 million of NIGERIA we stand with Palestine
FREEvPALESTINE",with
"Be silence
They are sleeping here

Hat off Israeli heros ❤️🇮🇱",against
It's the right of Israel to defend herself and the Almighty God will help her!,against
"Joel 3:16 (KJV) The LORD also shall roar out of Zion, and utter his voice from Jerusalem; and the heavens and the earth shall shake: but the LORD will be the hope of his people, and the strength of the children of Israel.",against
"Recording of the IPC simulation of October 1, 2023, with Alon Burstein
Full recording below
All participants unanimously supported the establishment of a unified federal government in Israel, the West Bank, and Gaza. This government will coexist with the Israeli and Palestinian governments, with the aim of achieving peace in the region. During the simulation, the common parliament passed a constitution and agreed to grant veto power to the existing Israeli and Palestinian governments regarding legislation that affects their sovereignty. Additionally, they agreed to form a delegation to engage in peace talks with neighboring countries such as Lebanon and Iran. They also passed separate legislation to create a common passport for the people of Israel and Palestine, which can be used in addition to the Israeli and Palestinian passports.
https://www.youtube.com/watch?v=AFOneSvri68",neutral
"those Islamic nation surrounding ISRAEL want to join force to eliminate Israel and turn them to Islamic nation.
But they're here claiming victim😏.",against
"The land of Israel has been populated by the Jewish people since 2000 BC. Here's the timeline, in case you didn't realize that it is their homeland, as designated by Lord Jesus Christ.
1900 BC: Abraham chosen by God as the Father of the Jewish Nation.
1900 BC: Isaac, Abraham's son, rules over Israel.
1850 BC: Jacob, son of Issac, rules over Israel.
1400 BC: Moses leads the people out of Egypt and back to Israel.
1010 BC: King David unites the 12 tribes into one nation.
970 BC: King Solomon, son of David, builds the first temple structure in Jerusalem
930 BC: Israel is divided into two kingdoms, the Kingdom of Israel and the Kingdom of Judah.
800s BC: The rise of the prophets, God's messengers.
722 BC: Kingdom of Israel is conquered by Assyrians.
605 BC: Kingdom Judah is conquered by the Babylonians.
586 BC: Solomon's Temple is destroyed by the Babylonians.
539 BC: Persians conquer the Babylonians and take control of Israel.
538 BC: The Jews return to Israel from exile.
520 BC: The Temple is rebuilt.
450 BC: Reforms made by Ezra and Nehemiah.
433 BC: Malachi is the end of the prophetic age.
432 BC: The last group of Jews return from exile.
333 BC: The Greeks conquer the Persian empire.
323 BC: The Egyptian and Syrian empire take over Israel.
167 BC: Hasmonean's recapture Israel, and the Jews are ruled independently.
70 BC: Romans conquer Israel.
20 BC: King Herod builds the ""second"" temple
6 BC: Jesus Christ is born in Bethlehem
70 AD: Romans destroy the temple
After that, the people were captives to the Romans, Byzantines, Arabs, and Crusaders. Through all of these events, the Jewish people continued to live in Israel. There were more or less of them, depending on the centuries, but there was never a time when the Jews didn't live in the land. They stayed, they built their communities, they raised their families, practiced their faith and they suffered at the hands of many outside rulers, but they always kept their faith. It is what sustains them, even now.
In 1948,",against
"Citizens of a number of foreign nations have also fallen victim to Hamas. Reports reveal that 18 Thai citizens working in Israel have been killed and 11 others taken hostage by Hamas. When Hamas attacked the Kibbutz Alumim, they killed 10 citizens of Nepal. At least 8 French Citizens have been killed, with at least 20 more missing. President Biden confirmed that at least 30 U.S. citizens are dead as a result of the attacks and more are mission, likely being held hostage by Hamas. Unfortunately, it doesn't end here. Twenty-five nations report hat they have citizens either killed, kidnapped, or are unaccounted for as a result of the invasion by Hamas.

While we don’t know what the fate will be for the 200+ hostages that Hamas took, what is known is that Hamas is willing to kill any individual who gets in their way of destroying Israel, and they do not care what nation they're from.



BRIDGEOFGRACEMISSIONS.BLOGSPOT.COM
Foreign Citizens among Hamas Victims",against
God bless the people of South Africa 🇮🇱🇿🇦🇮🇱,against
"The Hamas commander who orchestrated the attacks on Erez and Netiv Ha’asara during the deadly Hamas massacre in southern Israel on October 7 has been eliminated, the IDF and Shin Bet (Israel Security Agency) said in a statement on Tuesday morning.

Naseem Abu Ajina was the commander of the Beit Lahia Battalion in Hamas's Northern Division.

Previously, Ajina had commanded Hamas's aerial capabilities and had been involved in developing the terror organization's drones and UAV capabilities.

JPOST.COM
IDF eliminates senior Hamas commander",against
Pray for this young strong Jewish lady who's on the frontline fighting against Hamas terrorists. I pray that God's presence surround her in protection and come back home safe to her family amen.🔯🙏🔯🙏🔯🙏⚘🔯⚘🔯🌷,against
"I am from the United States and I support Palestine!!! You are the TRUE PEOPLE OF GOD!!!! We have educated ourselves and seen THIS IS NOT YOUR FAULT!!! We Americans have been sharing videos all over social media and they are banning our accounts. So if you don't hear from us, just know they silenced our voice too!! 🇵🇸Free Palestine 🇵🇸 Free Palestine 🇵🇸",with
"Always remember Julian Assange and WikiLeaks' impact, as the leaked classified files shed light on how the US and Israel have consistently maintained Gaza on the edge of a humanitarian crisis, preventing the region from developing and relying on aid without allowing its people to go hungry. With two million suppressed individuals, the question arises: how can they remain non violent",with
"🚨🚨 UPDATE:

The city of Richmond in California is the first pass a resolution in support of the people in Palestine for a cease fire and for humanitarian aid to flow into Gaza after a 5 hour long public hearing. WE ARE BEING HEARD !

Let’s contact our San Antonio local government and don’t stop until we make a documented change.

Here a few links compiled to reach our congressmen, boycotting and other information

please comment any additional ones and I’ll add them !



LINKTR.EE
@arlettesosa | Linktree",with
Muslims and Christians need to wake up . . . #FreePalestine,with
"Support Israel Through Art
Hello World,
I'm Moshiko Netzer, an international T-shirt designer. During these challenging times, I've crafted a line of shirts dedicated to standing with Israel.
Every 'like' on my… More Instagram boosts the visibility of these designs, making a statement of solidarity. I'm not urging a purchase – just a moment of your support.
Although there are numerous designers with various perspectives, each 'like' on my designs amplifies a voice of support for Israel on a global stage.
👉 Instagram: https://www.instagram.com/moshikonet/
For those outside Israel wishing to wear their support, find my designs tailored for the USA, UK, Germany, Canada, Czech Republic, Japan, Australia, South Korea, Poland, and France here:
👕 Shop: https://oldschool1982.myspreadshop.com/
Share with friends, family, and anyone standing in unity. Together, we can make a global statement.",against
"Let's not forget the 10 Turkish martyrs!!

On this day in 2010, Israeli commandos attacked Mavi Marmara, a Turkish ship which was on its way to Gaza, carrying humanitarian aid. Ten Turkish volunteers were killed in the attack.",neutral
"I love and bless Israël
Without condition 💟💟🇮🇱🇮🇱🇮🇱🇮🇱🇨🇩🇨🇩🇨🇩🇨🇩
Win all war before
In Jesus name ✌️🦅",against
"SHAME ON United Nations, SHAME ON United Nations Human Rights, SHAME ON UNICEF, SHAME ON European Parliament, SHAME ON European Commission, SHAME ON US, SHAME on Europe for not preventing genocide in Gaza !TONS OF BLOOD ON YOUR HANDS 🔴 !!",with
"💪🏽 The IDF has successfully captured two members of Hamas' Nukhba commando force, who were involved in the massacre in the south on October 7th and subsequently fled back to Gaza.

Jewish Breaking News
November 6 at 11:36 PM ·

💪🏽 The IDF has successfully captured two members of Hamas' Nukhba commando force, who were involved in the massacre in the south on October 7th and subsequently fled back to Gaza.

These individuals are now in custody in Israel where they will face judicial proceedings in due course. - Bernie News",against
"For the war to end ,
HAMAS have to release all the hostages and surrender else the war continues .",neutral
"https://www.instagram.com/reel/CzX3VPftf8H/Obama's
Dershowitz finally sees the light which was apparent long ago when Obama legitimized, emboldened, enriched and facilitated the nuclear ambitions of the Islamic… More Republic of Iran (which is hellbent on the destruction of the United States and Israel) through his Iran deal. At the time Obama admitted part of the billions reaped by Iran would be used to fund terrorism. He and hid administration lied to the American people maintaining that this would stop Iran from attaining nuclear weapons when the exact opposite was true.
It was also readily apparent when as a parting shot to the Jewish people Obama orchestrated the passage of UN Security Council Resolution which delegitimized Israel and stated that the Western Wall was ""occupied territory.""",against
And I support Palestine 🇵🇸🇪🇬,with
"In a first, a street was named after #Palestine in Paterson, New Jersey, USA",with
"Ben Shapiro shows the meaning of d**b of ‘pally’ claims like they were indigenous for hundreds of thousands of years. Getting their ‘history’ from Wikipedia and Google and completely not even understanding that. This is so right and funny at the same time. Spot on, Ben. 🇮🇱

Ben Shapiro posted a video to playlist Ben Shapiro Originals.
October 31 at 2:22 AM ·

Ben Debunks Pro-Hamas TikToks",against
